"Coupon with the same code","Coupon met dezelfde code"
"No Coupon","Geen kortingsbon"
"Specific Coupon","Specifieke kortingsbon"
"Can't acquire coupon.","Kan geen kortingsbon verkrijgen"
"Special Price","Speciale prijs"
"Total Items Quantity","Totale hoeveelheid producten"
"Shipping Postcode","Verzending postcode"
"Shipping Region","Verzending regio"
"Shipping State/Province","Verzending provincie/staat"
"Shipping Country","Verzending land"
"Product attribute combination","Product attributen combinatie"
"Products subselection","Producten subselectie"
"Conditions combination","Voorwaarden combinatie"
"Cart Attribute","Winkelwagen attribuut"
"Quantity in cart","Hoeveelheid in winkelwagen"
"Price in cart","Prijs in winkelwagen"
"Row total in cart","Rij totalen in winkelwagen"
"Cart Item Attribute","Cart Item Attribute"
FOUND,GEVONDEN
"NOT FOUND","NIET GEVONDEN"
"If an item is %1 in the cart with %2 of these conditions true:","If an item is %1 in the cart with %2 of these conditions true:"
"total quantity","totaal aantal"
"total amount","totaal bedrag"
"If %1 %2 %3 for a subselection of items in cart matching %4 of these conditions:","If %1 %2 %3 for a subselection of items in cart matching %4 of these conditions:"
"Item totals are not set for the rule.","Item totals are not set for the rule."
"Auto Generated Specific Coupon Codes","Auto Generated Specific Coupon Codes"
"Error occurred when saving coupon: %1","Error occurred when saving coupon: %1"
"Error occurred when generating coupons: %1","Error occurred when generating coupons: %1"
"Some coupons are invalid.","Some coupons are invalid."
"Specified rule does not allow automatic coupon generation","Specified rule does not allow automatic coupon generation"
"Specified rule does not allow coupons","Specified rule does not allow coupons"
"Specified rule only allows auto generated coupons","Specified rule only allows auto generated coupons"
"Specified rule does not allow auto generated coupons","Specified rule does not allow auto generated coupons"
